7.807641029357910156e-01,2.055139541625976562e-01,1.492023468017578125e-03,-6.703159809112548828e-01
7.178699970245361328e-01,1.932420730590820312e-01,-3.225588798522949219e-02,-6.718499660491943359e-01
6.381020545959472656e-01,1.901741027832031250e-01,-6.447005271911621094e-02,-6.718499660491943359e-01
4.862360954284667969e-01,1.717660427093505859e-01,-1.196939945220947266e-01,-6.718499660491943359e-01
4.141380786895751953e-01,1.518239974975585938e-01,-1.411700248718261719e-01,-6.733839511871337891e-01
3.343701362609863281e-01,1.119401454925537109e-01,-1.427040100097656250e-01,-6.718499660491943359e-01
2.822141647338867188e-01,8.125996589660644531e-02,-1.703159809112548828e-01,-6.963939666748046875e-01
2.745440006256103516e-01,1.990008354187011719e-02,-1.703159809112548828e-01,-7.270741462707519531e-01
2.730100154876708984e-01,-1.384806632995605469e-02,-1.703159809112548828e-01,-7.362780570983886719e-01
3.543119430541992188e-01,-4.606199264526367188e-02,-1.166260242462158203e-01,-7.516181468963623047e-01
3.957300186157226562e-01,-3.839206695556640625e-02,-8.594608306884765625e-02,-7.516181468963623047e-01
4.570901393890380859e-01,-1.538205146789550781e-02,-4.299402236938476562e-02,-7.516181468963623047e-01
4.969739913940429688e-01,6.093978881835937500e-03,-1.691603660583496094e-02,-7.516181468963623047e-01
5.644700527191162109e-01,6.131792068481445312e-02,2.143406867980957031e-02,-7.500841617584228516e-01
6.212279796600341797e-01,9.660005569458007812e-02,4.137611389160156250e-02,-7.500841617584228516e-01
6.810541152954101562e-01,1.334159374237060547e-01,5.364799499511718750e-02,-7.500841617584228516e-01
7.470159530639648438e-01,1.610281467437744141e-01,8.432793617248535156e-02,-7.500841617584228516e-01
7.378120422363281250e-01,-1.384806632995605469e-02,7.972598075866699219e-02,-7.915019989013671875e-01
7.163360118865966797e-01,-5.679988861083984375e-02,7.819199562072753906e-02,-7.915019989013671875e-01
6.703159809112548828e-01,-9.514999389648437500e-02,7.819199562072753906e-02,-7.915019989013671875e-01
